,price_USD,type,covered_surface_m2,bedrooms,bathrooms,antiquity,latitude,longitude,seller
0,,departamento,44.0,1.0,1.0,6.0,,,
1,122000.0,departamento,53.0,1.0,2.0,4.0,-34.545467,-58.552177,Altamirano Propiedades
2,93500.0,departamento,55.0,1.0,1.0,0.0,-34.54974,-58.55043,MANCINI PROPIEDADES
3,69000.0,departamento,42.0,1.0,1.0,1.0,-34.543205,-58.552757,FALUGUE PROPIEDADES
4,150000.0,departamento,85.0,2.0,2.0,0.0,-34.548748,-58.55684,Matias Fortini Propiedades
5,130000.0,departamento,52.0,1.0,2.0,,-34.54933,-58.55105,H. Calvo & Cia.
6,289100.0,departamento,128.0,3.0,2.0,0.0,-34.546143,-58.551445,MANCINI PROPIEDADES
7,138000.0,departamento,62.0,2.0,2.0,6.0,-34.554623,-58.559063,Altamirano Propiedades
8,200000.0,departamento,94.0,2.0,2.0,10.0,-34.547916,-58.55587,Matias Fortini Propiedades
9,81000.0,departamento,,1.0,1.0,0.0,-34.60909,-58.38113,PALLARS DESAROLLOS
10,129000.0,departamento,,2.0,2.0,0.0,-34.576347,-58.531612,PALLARS DESAROLLOS
11,135000.0,departamento,,2.0,1.0,0.0,-34.572617,-58.53586,PALLARS DESAROLLOS
12,229000.0,departamento,,2.0,1.0,0.0,-34.572506,-58.536545,PALLARS DESAROLLOS
13,55000.0,departamento,55.0,1.0,2.0,0.0,-34.5627,-58.592316,MANCINI PROPIEDADES
14,210000.0,departamento,74.0,2.0,1.0,0.0,-34.57495,-58.545883,MANCINI PROPIEDADES
15,69000.0,departamento,40.0,1.0,1.0,9.0,-34.57792,-58.53762,LAURA FARIAS PROPIEDADES
16,91000.0,departamento,62.0,2.0,2.0,0.0,-34.575504,-58.54231,Grupo Dinal y Lener Constructora
17,62000.0,departamento,38.0,1.0,1.0,,-34.57044,-58.53851,Gomez de Montanari Desarollos Inmobiliarios
18,118000.0,departamento,62.0,2.0,2.0,0.0,-34.57497,-58.542233,Grupo Dinal y Lener Constructora
19,104000.0,departamento,60.0,2.0,1.0,0.0,-34.579964,-58.540276,J. Wolf Propiedades
20,60000.0,departamento,41.0,1.0,1.0,0.0,-34.575752,-58.537094,J. Wolf Propiedades
21,22000.0,departamento,31.0,0.0,,0.0,-34.541992,-58.56495,ESTUDIO CARL
22,120000.0,departamento,70.0,2.0,1.0,0.0,-34.580948,-58.524815,LAURA FARIAS PROPIEDADES
23,383000.0,departamento,108.0,3.0,3.0,0.0,-34.580948,-58.524815,LAURA FARIAS PROPIEDADES
24,139000.0,departamento,70.0,2.0,1.0,0.0,-34.57393,-58.537655,LAURA FARIAS PROPIEDADES
25,88900.0,departamento,46.0,1.0,1.0,0.0,-34.575752,-58.537094,LAURA FARIAS PROPIEDADES
26,74000.0,departamento,55.0,1.0,2.0,0.0,-34.57466,-58.546223,LAURA FARIAS PROPIEDADES
27,200000.0,departamento,98.0,2.0,2.0,0.0,-34.547894,-58.557316,MANCINI PROPIEDADES
28,80000.0,departamento,43.0,1.0,1.0,0.0,-34.552795,-58.557938,PERRUCCI MENARDI
29,82000.0,departamento,44.0,1.0,1.0,,-34.574024,-58.53588,Grupo Dinal y Lener Constructora
30,140000.0,departamento,,2.0,1.0,0.0,-34.549236,-58.55882,PALLARS DESAROLLOS
31,68000.0,departamento,40.0,1.0,1.0,,-34.55507,-58.557438,Lacerra Propiedades
32,62000.0,departamento,48.0,1.0,1.0,5.0,-34.55643,-58.56246,Lacerra Propiedades
33,279000.0,departamento,79.0,2.0,2.0,4.0,-34.552494,-58.552616,Matias Fortini Propiedades
34,65000.0,departamento,31.0,1.0,1.0,4.0,-34.555153,-58.56271,DINAL PROPIEDADES
35,239000.0,casa,207.0,3.0,3.0,25.0,-34.549236,-58.55882,ROCCHIO PROPIEDADES
36,155000.0,casa,127.0,2.0,2.0,30.0,-34.56044,-58.56251,J. Wolf Propiedades
37,270000.0,casa,367.0,5.0,2.0,30.0,-34.544777,-58.568806,MANCINI PROPIEDADES
38,320000.0,casa,212.0,4.0,3.0,3.0,-34.546024,-58.55754,Altamirano Propiedades
39,375000.0,casa,250.0,4.0,4.0,10.0,-34.545208,-58.558044,MANCINI PROPIEDADES
40,190000.0,casa,100.0,3.0,2.0,0.0,-34.54373,-58.5508,PERRUCCI MENARDI
41,189000.0,casa,115.0,3.0,2.0,0.0,-34.548363,-58.56177,Altamirano Propiedades
42,595000.0,casa,380.0,4.0,5.0,40.0,-34.560066,-58.550713,Altamirano Propiedades
43,240000.0,casa,260.0,6.0,3.0,,-34.55441,-58.55154,Alonso Inmobiliaria
44,110000.0,casa,160.0,,,,,,INMOBILIARIA PATRICIO TORRE
45,520000.0,casa,364.0,4.0,4.0,15.0,-34.553715,-58.55098,Matias Fortini Propiedades
46,190000.0,casa,146.0,3.0,2.0,30.0,-34.555878,-58.559273,J. Wolf Propiedades
47,200000.0,casa,173.0,4.0,2.0,45.0,-34.55615,-58.559364,J. Wolf Propiedades
48,130000.0,casa,84.0,0.0,,0.0,-34.55838,-58.566875,J. Wolf Propiedades
49,130000.0,casa,135.0,3.0,1.0,50.0,-34.54896,-58.56568,J. Wolf Propiedades
50,490000.0,casa,232.0,,,,-34.55548,-58.556984,INMOBILIARIA PATRICIO TORRE
51,165000.0,casa,141.0,3.0,2.0,20.0,-34.555336,-58.55932,Matias Fortini Propiedades
52,630000.0,casa,680.0,7.0,7.0,0.0,-34.55388,-58.553482,MANCINI PROPIEDADES
53,80000.0,departamento,60.0,2.0,1.0,0.0,-34.5556,-58.563126,J. Wolf Propiedades
54,135000.0,departamento,78.0,2.0,1.0,0.0,-34.550407,-58.551197,J. Wolf Propiedades
55,220000.0,casa,102.0,3.0,2.0,0.0,-34.5483,-58.547703,PERRUCCI MENARDI
56,630000.0,casa,680.0,5.0,4.0,6.0,-34.55388,-58.553482,J. Wolf Propiedades
57,240000.0,departamento,120.0,3.0,2.0,6.0,-34.55086,-58.55887,MANCINI PROPIEDADES
58,295000.0,casa,190.0,3.0,2.0,25.0,-34.539062,-58.563656,Altamirano Propiedades
59,135000.0,casa,103.0,2.0,1.0,40.0,-34.53782,-58.555405,Matias Fortini Propiedades
60,165000.0,casa,145.0,3.0,2.0,25.0,-34.5438,-58.544518,Lacerra Propiedades
61,150000.0,casa,65.0,3.0,2.0,12.0,-34.546497,-58.5606,Lacerra Propiedades
62,155000.0,casa,136.0,4.0,2.0,40.0,-34.53649,-58.54798,Lacerra Propiedades
63,155000.0,departamento,77.0,2.0,2.0,,-34.580704,-58.536793,Grupo Dinal y Lener Constructora
64,55000.0,departamento,33.0,0.0,1.0,10.0,-34.54497,-58.548767,Altamirano Propiedades
65,97000.0,departamento,65.0,1.0,1.0,0.0,-34.57657,-58.531075,Grupo Dinal y Lener Constructora
66,51000.0,departamento,6.0,,1.0,,-34.575573,-58.54223,Grupo Dinal y Lener Constructora
67,,departamento,44.0,1.0,1.0,5.0,-34.54568,-58.55463,
68,73000.0,departamento,68.0,2.0,2.0,0.0,-34.57078,-58.53331,Pablo L
69,75000.0,departamento,31.0,0.0,1.0,0.0,-34.54572,-58.554474,ABDUCH PROPIEDADES
70,85000.0,departamento,48.0,1.0,1.0,0.0,-34.550175,-58.55177,Matias Fortini Propiedades
71,82000.0,departamento,53.0,1.0,1.0,7.0,-34.54877,-58.55172,RUIZ PROPIEDADES
72,82000.0,departamento,43.0,1.0,1.0,0.0,-34.573948,-58.53604,Grupo Dinal y Lener Constructora
73,72000.0,departamento,38.0,0.0,1.0,0.0,-34.54648,-58.554108,MANCINI PROPIEDADES
74,330000.0,casa,215.0,3.0,2.0,23.0,-34.53832,-58.562813,Matias Fortini Propiedades
75,380000.0,casa,225.0,3.0,3.0,2.0,-34.54292,-58.56223,Matias Fortini Propiedades
76,72000.0,departamento,72.0,2.0,2.0,0.0,-34.5627,-58.592316,MANCINI PROPIEDADES
77,77000.0,departamento,45.0,1.0,1.0,0.0,-34.57497,-58.542233,Grupo Dinal y Lener Constructora
78,280000.0,casa,233.0,2.0,2.0,5.0,-34.545486,-58.55402,Matias Fortini Propiedades
79,80000.0,casa,90.0,2.0,1.0,40.0,-34.556953,-58.565933,DINAL PROPIEDADES
80,140000.0,casa,166.0,2.0,1.0,30.0,-34.534046,-58.575275,DINAL PROPIEDADES
81,200000.0,departamento,93.0,3.0,2.0,13.0,-34.575752,-58.537094,J. Wolf Propiedades
82,62500.0,departamento,46.0,1.0,1.0,42.0,-34.551304,-58.55175,RE/MAX Premium II
83,79000.0,departamento,48.0,1.0,2.0,0.0,-34.575752,-58.537094,ABDUCH PROPIEDADES
84,83000.0,departamento,47.0,1.0,1.0,0.0,-34.574875,-58.53354,Grupo Dinal y Lener Constructora
85,310000.0,casa,300.0,4.0,3.0,32.0,-34.563484,-58.550907,Matias Fortini Propiedades
86,148000.0,departamento,67.0,2.0,2.0,3.0,-34.552467,-58.55259,Matias Fortini Propiedades
87,97000.0,departamento,66.0,2.0,1.0,0.0,-34.53771,-58.562428,LETICIA BOER PROPIEDADES
88,80000.0,departamento,45.0,1.0,1.0,5.0,-34.545208,-58.54717,Matias Fortini Propiedades
89,,departamento,46.0,1.0,1.0,0.0,-34.57448,-58.53727,
90,130000.0,departamento,50.0,1.0,1.0,4.0,-34.55246,-58.552597,Matias Fortini Propiedades
91,80000.0,departamento,35.0,0.0,1.0,6.0,-34.553844,-58.55984,DINAL PROPIEDADES
92,127500.0,departamento,66.0,2.0,2.0,0.0,-34.53771,-58.562428,LETICIA BOER PROPIEDADES
93,122000.0,casa,65.0,2.0,1.0,20.0,-34.55263,-58.5626,RUIZ PROPIEDADES
94,230000.0,casa,183.0,4.0,4.0,40.0,-34.54573,-58.563377,LETICIA BOER PROPIEDADES
95,34000.0,departamento,63.0,1.0,1.0,15.0,-34.55142,-58.540688,MANCINI PROPIEDADES
96,365000.0,departamento,118.0,3.0,3.0,4.0,-34.549225,-58.552567,Matias Fortini Propiedades
97,90000.0,departamento,46.0,1.0,1.0,20.0,-34.546432,-58.550167,ABDUCH PROPIEDADES
98,98000.0,ph,150.0,2.0,2.0,15.0,-34.547836,-58.564137,J. Wolf Propiedades
99,77000.0,ph,57.0,2.0,1.0,30.0,-34.553,-58.55157,Altamirano Propiedades
100,396600.0,departamento,139.0,3.0,2.0,0.0,-34.546143,-58.551445,MANCINI PROPIEDADES
101,200000.0,casa,161.0,0.0,,0.0,-34.54327,-58.55266,MANCINI PROPIEDADES
102,200000.0,casa,,0.0,2.0,0.0,-34.54034,-58.567974,MANCINI PROPIEDADES
103,42000.0,ph,38.0,1.0,1.0,47.0,-34.531086,-58.55282,RE/MAX Premium III
104,,ph,75.0,2.0,1.0,0.0,,,
105,130000.0,ph,87.0,3.0,2.0,0.0,-34.53722,-58.56237,MANCINI PROPIEDADES
106,64000.0,ph,90.0,2.0,1.0,40.0,-34.544533,-58.536568,MANCINI PROPIEDADES
107,120000.0,ph,103.0,3.0,,10.0,-34.539814,-58.573704,MANCINI PROPIEDADES
108,160000.0,ph,150.0,3.0,2.0,15.0,-34.54967,-58.562107,Matias Fortini Propiedades
109,200000.0,casa,60.0,2.0,1.0,50.0,-34.55219,-58.548832,ABDUCH PROPIEDADES
110,160000.0,ph,96.0,2.0,2.0,35.0,-34.55643,-58.547188,ABDUCH PROPIEDADES
111,170000.0,casa,120.0,3.0,2.0,40.0,-34.53945,-58.550266,PERRUCCI MENARDI
112,95000.0,departamento,60.0,2.0,1.0,35.0,-34.55286,-58.55612,LETICIA BOER PROPIEDADES
113,195000.0,departamento,72.0,2.0,2.0,4.0,-34.548016,-58.54888,ABDUCH PROPIEDADES
114,85000.0,ph,66.0,2.0,1.0,,-34.535637,-58.56587,Lacerra Propiedades
115,88000.0,ph,90.0,2.0,1.0,0.0,-34.545532,-58.569057,PERRUCCI MENARDI
116,85000.0,casa,79.0,2.0,2.0,,-34.535927,-58.56923,Lacerra Propiedades
117,85000.0,ph,90.0,3.0,1.0,0.0,-34.55343,-58.566914,J. Wolf Propiedades
118,120000.0,casa,90.0,3.0,2.0,0.0,-34.53981,-58.57082,Lacerra Propiedades
119,230000.0,casa,94.0,2.0,2.0,38.0,-34.56119,-58.549515,RE/MAX Premium II
120,74000.0,departamento,47.0,1.0,1.0,,-34.576336,-58.53497,Grupo Dinal y Lener Constructora
121,79500.0,departamento,35.0,0.0,1.0,6.0,-34.549564,-58.55247,Matias Fortini Propiedades
122,115000.0,departamento,69.0,2.0,1.0,8.0,-34.55695,-58.54672,Alonso Inmobiliaria
123,172000.0,casa,125.0,2.0,1.0,,-34.551437,-58.565495,KEOPS PROPIEDADES
124,165000.0,casa,110.0,3.0,2.0,,-34.54279,-58.55053,Alonso Inmobiliaria
125,210000.0,casa,226.0,3.0,3.0,60.0,-34.55027,-58.55785,Alonso Inmobiliaria
126,195000.0,casa,100.0,3.0,2.0,50.0,-34.555862,-58.546955,ABDUCH PROPIEDADES
127,240000.0,casa,155.0,3.0,2.0,30.0,-34.53825,-58.56313,Altamirano Propiedades
128,230000.0,casa,235.0,5.0,3.0,20.0,-34.539745,-58.56467,MANCINI PROPIEDADES
129,120000.0,casa,120.0,3.0,1.0,40.0,-34.54988,-58.566425,ABDUCH PROPIEDADES
130,108000.0,ph,70.0,2.0,1.0,0.0,-34.547836,-58.54674,DANIEL GÓMEZ PROPIEDADES
131,115000.0,ph,69.0,2.0,1.0,,-34.54768,-58.5626,Alonso Inmobiliaria
132,158000.0,ph,160.0,2.0,2.0,66.0,-34.53831,-58.56085,Alonso Inmobiliaria
133,58000.0,departamento,38.0,1.0,1.0,0.0,-34.55585,-58.56208,Gomez de Montanari Desarollos Inmobiliarios
134,88000.0,ph,44.0,1.0,1.0,15.0,-34.55058,-58.546017,Altamirano Propiedades
135,85000.0,ph,58.0,,,,-34.55241,-58.56226,INMOBILIARIA PATRICIO TORRE
136,89000.0,ph,52.0,2.0,1.0,0.0,-34.54653,-58.56051,MANCINI PROPIEDADES
137,34000.0,ph,63.0,1.0,1.0,15.0,-34.55142,-58.540688,MANCINI PROPIEDADES
138,100000.0,casa,95.0,2.0,1.0,,-34.55347,-58.54014,Alonso Inmobiliaria
139,130000.0,casa,87.0,3.0,2.0,0.0,-34.53722,-58.56237,MANCINI PROPIEDADES
140,310000.0,casa,290.0,5.0,5.0,24.0,-34.539085,-58.55901,Matias Fortini Propiedades
141,90000.0,departamento,45.0,1.0,1.0,20.0,-34.5546,-58.557827,Matias Fortini Propiedades
142,95000.0,ph,51.0,2.0,1.0,,-34.54564,-58.55931,Alonso Inmobiliaria
143,140000.0,ph,109.0,2.0,2.0,60.0,-34.54445,-58.568333,ABDUCH PROPIEDADES
144,190000.0,ph,100.0,2.0,1.0,3.0,-34.538967,-58.559975,J. Wolf Propiedades
145,100000.0,ph,80.0,2.0,2.0,10.0,-34.549236,-58.55882,J. Wolf Propiedades
146,125000.0,departamento,50.0,1.0,1.0,3.0,-34.55536,-58.5583,DINAL PROPIEDADES
147,,departamento,,2.0,1.0,,-34.54436,-58.5536,Mariana Boer
148,45000.0,departamento,44.0,1.0,1.0,8.0,-34.55598,-58.56339,A. Romero
149,60000.0,departamento,47.0,1.0,1.0,0.0,-34.572018,-58.535385,ABDUCH PROPIEDADES
150,55000.0,departamento,35.0,1.0,1.0,2.0,-34.579147,-58.53581,MANCINI PROPIEDADES
151,198000.0,departamento,98.0,3.0,2.0,4.0,-34.54599,-58.55156,MANCINI PROPIEDADES
152,298160.0,departamento,148.0,3.0,2.0,0.0,-34.54974,-58.55043,MANCINI PROPIEDADES
153,29000.0,departamento,30.0,,,,-34.57471,-58.56716,DUCE PROPIEDADES
154,,casa,95.0,2.0,1.0,25.0,-34.57595,-58.53727,
155,110000.0,departamento,53.0,1.0,1.0,8.0,-34.5785,-58.533203,DINAL PROPIEDADES
156,42500.0,departamento,29.0,0.0,1.0,0.0,-34.543106,-58.57234,LETICIA BOER PROPIEDADES
157,188000.0,casa,176.0,3.0,1.0,0.0,-34.544796,-58.554695,MANCINI PROPIEDADES
158,350000.0,casa,210.0,4.0,3.0,30.0,-34.552803,-58.550465,LETICIA BOER PROPIEDADES
159,98000.0,departamento,47.0,1.0,1.0,7.0,-34.55284,-58.558956,Gomez de Montanari Desarollos Inmobiliarios
160,75000.0,departamento,,,1.0,,-34.549,-58.54916,H. Calvo & Cia.
161,75000.0,departamento,,,1.0,,-34.549,-58.54916,H. Calvo & Cia.
162,81000.0,departamento,60.0,2.0,1.0,3.0,-34.544197,-58.547497,MANCINI PROPIEDADES
163,70000.0,departamento,40.0,1.0,1.0,5.0,-34.556465,-58.562855,ABDUCH PROPIEDADES
164,80000.0,departamento,,1.0,1.0,6.0,-34.556465,-58.562855,DINAL PROPIEDADES
165,428000.0,casa,280.0,4.0,3.0,60.0,-34.555412,-58.554886,RUIZ PROPIEDADES
166,64000.0,departamento,45.0,1.0,1.0,0.0,-34.5823,-58.533695,MANCINI PROPIEDADES
167,110000.0,casa,115.0,2.0,1.0,70.0,-34.560585,-58.563385,PERRUCCI MENARDI
168,125000.0,casa,110.0,2.0,1.0,38.0,-34.541737,-58.5597,Altamirano Propiedades
169,48000.0,casa,90.0,2.0,1.0,45.0,-34.561176,-58.563877,J. Wolf Propiedades
170,480000.0,casa,400.0,4.0,4.0,20.0,-34.546204,-58.550915,MANCINI PROPIEDADES
171,105000.0,departamento,54.0,2.0,1.0,0.0,-34.551865,-58.56051,Gomez de Montanari Desarollos Inmobiliarios
172,100000.0,casa,110.0,,,,,,INMOBILIARIA PATRICIO TORRE
173,170000.0,casa,,2.0,1.0,0.0,-34.567047,-58.543667,J. Wolf Propiedades
174,110000.0,casa,110.0,3.0,1.0,50.0,-34.55595,-58.544605,J. Wolf Propiedades
175,180000.0,casa,110.0,3.0,2.0,0.0,-34.566,-58.550472,PERRUCCI MENARDI
176,250000.0,casa,,2.0,2.0,,-34.570736,-58.54437,NOA PROPIEDADES
177,360000.0,casa,120.0,3.0,3.0,,-34.57032,-58.542,NOA PROPIEDADES
178,320000.0,casa,233.0,3.0,5.0,20.0,-34.56035,-58.54113,Matias Fortini Propiedades
179,,departamento,45.0,1.0,1.0,0.0,,,
180,140000.0,departamento,66.0,2.0,1.0,7.0,-34.54756,-58.55311,LETICIA BOER PROPIEDADES
181,,departamento,,1.0,1.0,8.0,-34.57046,-58.53728,
182,77000.0,departamento,34.0,1.0,1.0,0.0,-34.5458,-58.554466,ABDUCH PROPIEDADES
183,130000.0,departamento,60.0,2.0,1.0,10.0,-34.55141,-58.551174,MANCINI PROPIEDADES
184,585000.0,casa,423.0,5.0,4.0,15.0,-34.543087,-58.560066,Matias Fortini Propiedades
185,142000.0,departamento,,2.0,1.0,,-34.54853,-58.55515,Mariana Boer
186,60000.0,departamento,31.0,1.0,1.0,50.0,-34.54969,-58.562084,Matias Fortini Propiedades
187,88000.0,departamento,50.0,1.0,1.0,7.0,-34.548912,-58.551838,MANCINI PROPIEDADES
188,69000.0,casa,50.0,1.0,1.0,,-34.56041,-58.5439,DUCE PROPIEDADES
189,95000.0,departamento,51.0,1.0,1.0,12.0,-34.58099,-58.53848,A. Romero
190,78000.0,ph,75.0,1.0,1.0,,,,INMOBILIARIA PATRICIO TORRE
191,98000.0,casa,120.0,4.0,3.0,20.0,-34.53353,-58.57239,Altamirano Propiedades
192,170000.0,casa,149.0,2.0,2.0,70.0,-34.535995,-58.571144,Matias Fortini Propiedades
193,267000.0,casa,218.0,3.0,3.0,42.0,-34.567295,-58.540924,RE/MAX Premium II
194,71900.0,departamento,35.0,1.0,1.0,10.0,-34.553455,-58.557842,ABDUCH PROPIEDADES
195,69000.0,casa,90.0,2.0,1.0,45.0,-34.53116,-58.57646,Spolita Propiedades
196,125000.0,ph,90.0,2.0,2.0,20.0,-34.543,-58.553623,MANCINI PROPIEDADES
197,130000.0,departamento,53.0,2.0,1.0,8.0,-34.549744,-58.550137,ABDUCH PROPIEDADES
198,160000.0,departamento,100.0,3.0,2.0,,-34.55002,-58.55219,ABDUCH PROPIEDADES
199,249000.0,departamento,90.0,3.0,3.0,0.0,-34.550575,-58.559055,ABDUCH PROPIEDADES
200,50000.0,ph,59.0,2.0,1.0,10.0,-34.55291,-58.581287,ABDUCH PROPIEDADES
201,120000.0,departamento,77.0,2.0,1.0,50.0,-34.551353,-58.555916,ABDUCH PROPIEDADES
202,45000.0,departamento,40.0,1.0,1.0,30.0,-34.53708,-58.54744,RUIZ PROPIEDADES
203,148000.0,ph,60.0,2.0,1.0,0.0,-34.540257,-58.558304,J. Wolf Propiedades
204,120000.0,ph,90.0,3.0,1.0,0.0,-34.53953,-58.570534,MANCINI PROPIEDADES
205,58000.0,ph,58.0,1.0,1.0,40.0,-34.553185,-58.559383,MK Negocios Inmobiliarios
206,89000.0,ph,70.0,2.0,1.0,10.0,-34.553543,-58.54636,Altamirano Propiedades
207,150000.0,departamento,53.0,2.0,1.0,10.0,-34.54383,-58.55392,ABDUCH PROPIEDADES
208,349000.0,casa,227.0,4.0,1.0,50.0,-34.56589,-58.538357,RE/MAX Premium II
209,115000.0,casa,180.0,0.0,3.0,25.0,-34.56791,-58.539345,J. Wolf Propiedades
210,250000.0,casa,200.0,3.0,3.0,20.0,-34.572765,-58.549988,J. Wolf Propiedades
211,80000.0,casa,160.0,3.0,2.0,70.0,-34.550797,-58.578564,PERRUCCI MENARDI
212,160000.0,casa,260.0,4.0,1.0,45.0,-34.571133,-58.55254,J. Wolf Propiedades
213,115000.0,casa,75.0,2.0,2.0,0.0,-34.536903,-58.559402,Lacerra Propiedades
214,115000.0,casa,75.0,2.0,2.0,0.0,-34.53665,-58.55964,Sarro Pucheta Propiedades
215,77000.0,departamento,49.0,1.0,1.0,,-34.53997,-58.5659,Godoy Asesores Inmobiliarios
216,220000.0,casa,114.0,2.0,1.0,,-34.57816,-58.538345,ORGANIZACION 25 DE MAYO
217,89000.0,departamento,52.0,2.0,1.0,0.0,-34.54653,-58.56051,MANCINI PROPIEDADES
218,180000.0,casa,210.0,3.0,,30.0,-34.55074,-58.57739,J. Wolf Propiedades
219,138000.0,casa,,3.0,1.0,40.0,-34.54367,-58.552597,MANCINI PROPIEDADES
220,80000.0,casa,120.0,2.0,2.0,40.0,-34.546505,-58.5886,J. Wolf Propiedades
221,70000.0,casa,100.0,2.0,2.0,30.0,-34.56614,-58.57528,J. Wolf Propiedades
222,350000.0,casa,230.0,3.0,2.0,30.0,-34.552948,-58.548477,ABDUCH PROPIEDADES
223,155000.0,casa,222.0,3.0,3.0,50.0,-34.51803,-58.487015,Gomez de Montanari Desarollos Inmobiliarios
224,100000.0,casa,,4.0,2.0,55.0,-34.57965,-58.55773,OLIVERA DE SCHWAB PROPIEDADES
225,175000.0,casa,110.0,3.0,2.0,0.0,-34.56586,-58.539505,Matias Fortini Propiedades
226,180000.0,casa,121.0,3.0,1.0,25.0,-34.56899,-58.535583,Matias Fortini Propiedades
227,170000.0,departamento,77.0,2.0,,10.0,-34.550182,-58.551777,ABDUCH PROPIEDADES
228,300000.0,casa,341.0,3.0,3.0,20.0,-34.571877,-58.539967,PERRUCCI MENARDI
229,75000.0,ph,72.0,2.0,1.0,32.0,-34.584137,-58.5586,RE/MAX Premium II
230,89000.0,ph,90.0,2.0,1.0,,-34.559395,-58.529053,ORGANIZACION 25 DE MAYO
231,449000.0,casa,350.0,3.0,4.0,40.0,-34.55741,-58.55786,Alonso Inmobiliaria
232,79000.0,ph,52.0,2.0,1.0,3.0,-34.57859,-58.53185,A. Romero
233,82000.0,ph,43.0,1.0,1.0,3.0,-34.57859,-58.53185,A. Romero
234,99000.0,casa,125.0,3.0,2.0,30.0,-34.54454,-58.54099,Gomez de Montanari Desarollos Inmobiliarios
235,175000.0,casa,194.0,5.0,3.0,20.0,-34.58599,-58.54025,Arcone Propiedades
236,110000.0,ph,60.0,1.0,2.0,0.0,-34.577953,-58.556744,J. Wolf Propiedades
237,40000.0,ph,28.0,1.0,1.0,0.0,-34.577953,-58.556744,J. Wolf Propiedades
238,85000.0,ph,84.0,3.0,1.0,0.0,,,J. Wolf Propiedades
239,89000.0,departamento,48.0,1.0,1.0,30.0,-34.546936,-58.55229,PERRUCCI MENARDI
240,280000.0,casa,280.0,4.0,2.0,20.0,-34.561996,-58.540485,J. Wolf Propiedades
241,157000.0,departamento,70.0,2.0,1.0,1.0,-34.546528,-58.552322,LETICIA BOER PROPIEDADES
242,69000.0,ph,38.0,2.0,1.0,40.0,-34.57792,-58.53762,LAURA FARIAS PROPIEDADES
243,168000.0,ph,167.0,3.0,3.0,0.0,-34.53703,-58.548798,Altamirano Propiedades
244,158000.0,ph,102.0,2.0,1.0,5.0,-34.5668,-58.534725,Matias Fortini Propiedades
245,45000.0,departamento,33.0,1.0,1.0,,-34.57372,-58.53667,Alonso Inmobiliaria
246,95000.0,ph,49.0,2.0,1.0,0.0,-34.58013,-58.54585,LAURA FARIAS PROPIEDADES
247,158000.0,departamento,132.0,2.0,2.0,0.0,-34.54024,-58.569805,Circulo Inmobiliaria Srl
248,149000.0,departamento,71.0,2.0,2.0,,-34.55031,-58.55132,ABDUCH PROPIEDADES
249,145000.0,departamento,55.0,2.0,2.0,6.0,-34.550312,-58.557518,ABDUCH PROPIEDADES
250,148000.0,departamento,60.0,2.0,1.0,2.0,-34.54627,-58.549973,ABDUCH PROPIEDADES
251,127000.0,casa,125.0,3.0,2.0,65.0,-34.54915,-58.56633,LETICIA BOER PROPIEDADES
252,80000.0,departamento,53.0,2.0,1.0,50.0,-34.544823,-58.56203,ABDUCH PROPIEDADES
253,87000.0,departamento,45.0,1.0,1.0,,-34.55046,-58.55148,POLVERINI PROPIEDADES
254,155000.0,casa,145.0,2.0,2.0,50.0,-34.56044,-58.556248,Altamirano Propiedades
255,210000.0,casa,129.0,3.0,4.0,0.0,-34.552094,-58.56175,ROCCHIO PROPIEDADES
256,68000.0,departamento,42.0,1.0,1.0,,-34.571907,-58.535133,Lacerra Propiedades
257,135000.0,casa,85.0,2.0,1.0,12.0,-34.540066,-58.544968,Matias Fortini Propiedades
258,120000.0,casa,90.0,3.0,1.0,53.0,-34.546516,-58.56266,Matias Fortini Propiedades
259,145000.0,casa,134.0,3.0,1.0,0.0,-34.542942,-58.56118,Matias Fortini Propiedades
260,170000.0,casa,77.0,2.0,2.0,13.0,-34.545044,-58.55357,Matias Fortini Propiedades
261,220000.0,casa,270.0,2.0,1.0,50.0,-34.555084,-58.552044,Matias Fortini Propiedades
262,99000.0,departamento,72.0,2.0,1.0,4.0,-34.573925,-58.544003,MANCINI PROPIEDADES
263,115000.0,departamento,63.0,2.0,2.0,,-34.53542,-58.55914,Alonso Inmobiliaria
264,225000.0,casa,148.0,3.0,4.0,,-34.55117,-58.55826,Alonso Inmobiliaria
265,60000.0,departamento,37.0,,,,-34.551933,-58.553177,INMOBILIARIA PATRICIO TORRE
266,100000.0,departamento,,2.0,1.0,0.0,-34.57722,-58.53447,KEOPS PROPIEDADES
267,139000.0,departamento,72.0,2.0,,3.0,-34.54521,-58.552395,Lacerra Propiedades
268,75000.0,ph,52.0,1.0,1.0,42.0,-34.53916,-58.55023,RE/MAX Premium II
269,59500.0,departamento,31.0,1.0,1.0,12.0,-34.557632,-58.545326,PASTORI PROPIEDADES
270,90000.0,casa,85.0,2.0,1.0,25.0,-34.540306,-58.581783,J. Wolf Propiedades
271,124000.0,casa,73.0,2.0,1.0,19.0,-34.53957,-58.546967,RUIZ PROPIEDADES
272,120000.0,ph,99.0,3.0,1.0,3.0,-34.542934,-58.54098,Dic Propiedades S.A.
273,95000.0,departamento,49.0,1.0,1.0,0.0,-34.54569,-58.554424,ABDUCH PROPIEDADES
274,72000.0,departamento,46.0,1.0,1.0,0.0,-34.572548,-58.53647,NOA PROPIEDADES
